artifact_id,image,rank,source_type,accession_number,score,oxford_type,oxford_image,pitts_description,oxford_description,reasons
fig_092,fig_092.jpg,1,staff,1909.1.1,24,staff,1909.1.1_1.png,"Female, in bronze, with staff in left hand. Skirt ornamented with three bands of guilloche pattern. Head-dress of coral or agate. Coral choker, and tribal marks. 86 87 PLATE 15. 39 <r 92 93 » J. 4 32 Antique Works of Art from Benin.",Ivory mount from a ceremonial staff depicting a horse-man,same primary type: staff | shared feature: staff
fig_092,fig_092.jpg,2,staff,1934.46.3,24,staff,1923.2.1.png,"Female, in bronze, with staff in left hand. Skirt ornamented with three bands of guilloche pattern. Head-dress of coral or agate. Coral choker, and tribal marks. 86 87 PLATE 15. 39 <r 92 93 » J. 4 32 Antique Works of Art from Benin.",Wooden staff or club,same primary type: staff | shared feature: staff
fig_092,fig_092.jpg,3,staff,1941.2.124,24,staff,1941.2.124.png,"Female, in bronze, with staff in left hand. Skirt ornamented with three bands of guilloche pattern. Head-dress of coral or agate. Coral choker, and tribal marks. 86 87 PLATE 15. 39 <r 92 93 » J. 4 32 Antique Works of Art from Benin.",Wooden rattle staff,same primary type: staff | shared feature: staff
fig_092,fig_092.jpg,4,staff,1991.13.39,24,staff,1991.13.39.png,"Female, in bronze, with staff in left hand. Skirt ornamented with three bands of guilloche pattern. Head-dress of coral or agate. Coral choker, and tribal marks. 86 87 PLATE 15. 39 <r 92 93 » J. 4 32 Antique Works of Art from Benin.",Carved wooden staff with a string of shells attached,same primary type: staff | shared feature: staff
fig_094,fig_094.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Bronze cast of human head. Negro features. Three tribal marks Pupils of eyes inlaid with iron. over each eye. Reticulated head-dress and rosettes of coral or agate, similar to that represented in Plate XXI, Twelve bands of coral and a band Coral choker, badge of rank. . Fig. 121. apparently of plaited hair hanging from head-dress on each side.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_094,fig_094.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Bronze cast of human head. Negro features. Three tribal marks Pupils of eyes inlaid with iron. over each eye. Reticulated head-dress and rosettes of coral or agate, similar to that represented in Plate XXI, Twelve bands of coral and a band Coral choker, badge of rank. . Fig. 121. apparently of plaited hair hanging from head-dress on each side.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_094,fig_094.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Bronze cast of human head. Negro features. Three tribal marks Pupils of eyes inlaid with iron. over each eye. Reticulated head-dress and rosettes of coral or agate, similar to that represented in Plate XXI, Twelve bands of coral and a band Coral choker, badge of rank. . Fig. 121. apparently of plaited hair hanging from head-dress on each side.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_094,fig_094.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Bronze cast of human head. Negro features. Three tribal marks Pupils of eyes inlaid with iron. over each eye. Reticulated head-dress and rosettes of coral or agate, similar to that represented in Plate XXI, Twelve bands of coral and a band Coral choker, badge of rank. . Fig. 121. apparently of plaited hair hanging from head-dress on each side.",Bronze head,same primary type: head | shared material: bronze
fig_094,fig_094.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Bronze cast of human head. Negro features. Three tribal marks Pupils of eyes inlaid with iron. over each eye. Reticulated head-dress and rosettes of coral or agate, similar to that represented in Plate XXI, Twelve bands of coral and a band Coral choker, badge of rank. . Fig. 121. apparently of plaited hair hanging from head-dress on each side.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_096,fig_096.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"-Human head in brass. Marked negro features, tattoed with dots and hatchings above and below the eyes. Branch-like figures, perhaps coral, growing out of the eyes. Three tribal marks over each eye. Pupils of eyes inlaid with iron. agate, similar to those represented in Plate XXI, Fig. Reticulated head-dress and rosettes, of coral or 121. Peculiar figures on each side of the head-dress, perhaps representing feathers. Bands of coral or agate hang down from the Coral choker, badge of rank. head-dress at the sides and back of the head. On the projecting base are represented two leopards, an ox's head, and other animals, four arms and hands, and a neolithic celt in front. PLATE 16. 94 96 F 34 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_096,fig_096.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"-Human head in brass. Marked negro features, tattoed with dots and hatchings above and below the eyes. Branch-like figures, perhaps coral, growing out of the eyes. Three tribal marks over each eye. Pupils of eyes inlaid with iron. agate, similar to those represented in Plate XXI, Fig. Reticulated head-dress and rosettes, of coral or 121. Peculiar figures on each side of the head-dress, perhaps representing feathers. Bands of coral or agate hang down from the Coral choker, badge of rank. head-dress at the sides and back of the head. On the projecting base are represented two leopards, an ox's head, and other animals, four arms and hands, and a neolithic celt in front. PLATE 16. 94 96 F 34 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_096,fig_096.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"-Human head in brass. Marked negro features, tattoed with dots and hatchings above and below the eyes. Branch-like figures, perhaps coral, growing out of the eyes. Three tribal marks over each eye. Pupils of eyes inlaid with iron. agate, similar to those represented in Plate XXI, Fig. Reticulated head-dress and rosettes, of coral or 121. Peculiar figures on each side of the head-dress, perhaps representing feathers. Bands of coral or agate hang down from the Coral choker, badge of rank. head-dress at the sides and back of the head. On the projecting base are represented two leopards, an ox's head, and other animals, four arms and hands, and a neolithic celt in front. PLATE 16. 94 96 F 34 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_096,fig_096.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"-Human head in brass. Marked negro features, tattoed with dots and hatchings above and below the eyes. Branch-like figures, perhaps coral, growing out of the eyes. Three tribal marks over each eye. Pupils of eyes inlaid with iron. agate, similar to those represented in Plate XXI, Fig. Reticulated head-dress and rosettes, of coral or 121. Peculiar figures on each side of the head-dress, perhaps representing feathers. Bands of coral or agate hang down from the Coral choker, badge of rank. head-dress at the sides and back of the head. On the projecting base are represented two leopards, an ox's head, and other animals, four arms and hands, and a neolithic celt in front. PLATE 16. 94 96 F 34 Antique Works of Art from Benin.",Bronze head,same primary type: head
fig_096,fig_096.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"-Human head in brass. Marked negro features, tattoed with dots and hatchings above and below the eyes. Branch-like figures, perhaps coral, growing out of the eyes. Three tribal marks over each eye. Pupils of eyes inlaid with iron. agate, similar to those represented in Plate XXI, Fig. Reticulated head-dress and rosettes, of coral or 121. Peculiar figures on each side of the head-dress, perhaps representing feathers. Bands of coral or agate hang down from the Coral choker, badge of rank. head-dress at the sides and back of the head. On the projecting base are represented two leopards, an ox's head, and other animals, four arms and hands, and a neolithic celt in front. PLATE 16. 94 96 F 34 Antique Works of Art from Benin.",Terracotta head,same primary type: head
fig_098,fig_098.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Well-formed head in bronze, the forehead decorated with two The inlaid bands and four raised cicatrices (tribal marks) over each eye. pupils of the eyes inlaid apparently with iron, coral necklace, a badge of The hair in The metal is very thin, being only 1mm. in thickness. rank. conventional bands of ridges ; the ears unusually well formed.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_098,fig_098.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Well-formed head in bronze, the forehead decorated with two The inlaid bands and four raised cicatrices (tribal marks) over each eye. pupils of the eyes inlaid apparently with iron, coral necklace, a badge of The hair in The metal is very thin, being only 1mm. in thickness. rank. conventional bands of ridges ; the ears unusually well formed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_098,fig_098.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Well-formed head in bronze, the forehead decorated with two The inlaid bands and four raised cicatrices (tribal marks) over each eye. pupils of the eyes inlaid apparently with iron, coral necklace, a badge of The hair in The metal is very thin, being only 1mm. in thickness. rank. conventional bands of ridges ; the ears unusually well formed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_098,fig_098.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Well-formed head in bronze, the forehead decorated with two The inlaid bands and four raised cicatrices (tribal marks) over each eye. pupils of the eyes inlaid apparently with iron, coral necklace, a badge of The hair in The metal is very thin, being only 1mm. in thickness. rank. conventional bands of ridges ; the ears unusually well formed.",Bronze head,same primary type: head | shared material: bronze
fig_098,fig_098.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Well-formed head in bronze, the forehead decorated with two The inlaid bands and four raised cicatrices (tribal marks) over each eye. pupils of the eyes inlaid apparently with iron, coral necklace, a badge of The hair in The metal is very thin, being only 1mm. in thickness. rank. conventional bands of ridges ; the ears unusually well formed.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_100,fig_100.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Bronze cast of human head. Marked negro features, rudely formed. Three tribal marks over each eye. Peculiar pointed reticulated head-dress of coral or agate. Curious lines of incised circles above and Bands of coral or agate Coral choker, badge of rank. below the eyes. hanging down on both sides and at the back. The projecting base ornamented with a guilloche pattern of two bands with Ears badly formed. pellets. PLATE 17. 98 100 F 2 36 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_100,fig_100.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Bronze cast of human head. Marked negro features, rudely formed. Three tribal marks over each eye. Peculiar pointed reticulated head-dress of coral or agate. Curious lines of incised circles above and Bands of coral or agate Coral choker, badge of rank. below the eyes. hanging down on both sides and at the back. The projecting base ornamented with a guilloche pattern of two bands with Ears badly formed. pellets. PLATE 17. 98 100 F 2 36 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_100,fig_100.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Bronze cast of human head. Marked negro features, rudely formed. Three tribal marks over each eye. Peculiar pointed reticulated head-dress of coral or agate. Curious lines of incised circles above and Bands of coral or agate Coral choker, badge of rank. below the eyes. hanging down on both sides and at the back. The projecting base ornamented with a guilloche pattern of two bands with Ears badly formed. pellets. PLATE 17. 98 100 F 2 36 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_100,fig_100.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Bronze cast of human head. Marked negro features, rudely formed. Three tribal marks over each eye. Peculiar pointed reticulated head-dress of coral or agate. Curious lines of incised circles above and Bands of coral or agate Coral choker, badge of rank. below the eyes. hanging down on both sides and at the back. The projecting base ornamented with a guilloche pattern of two bands with Ears badly formed. pellets. PLATE 17. 98 100 F 2 36 Antique Works of Art from Benin.",Bronze head,same primary type: head | shared material: bronze
fig_100,fig_100.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Bronze cast of human head. Marked negro features, rudely formed. Three tribal marks over each eye. Peculiar pointed reticulated head-dress of coral or agate. Curious lines of incised circles above and Bands of coral or agate Coral choker, badge of rank. below the eyes. hanging down on both sides and at the back. The projecting base ornamented with a guilloche pattern of two bands with Ears badly formed. pellets. PLATE 17. 98 100 F 2 36 Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_102,fig_102.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"Brass shield, 2 feet in diameter and ""08 inch in thickness, ornamented The outer one represents a row of leopards, with three concentric rings. A broad leaf-shaped with human heads and head-dresses alternating. sword, similar to Fig. 106, and two execution swords, similar to Fig. 110, The middle ring is ornamented with a The inner ring is filled with foil ornaments, and small circles cover both this and the outer serpent with sinuous body, having its tail in its mouth. are also represented on this ring. ring. handle. There is a square hole in the centre for the attachment of the The shield resembles that slung on the left hip of the mounted warrior, Figs. 79 to 81, Plate XIII, but with different ornamentation. leaf-shaped with socket, and is rudely forged.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_102,fig_102.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"Brass shield, 2 feet in diameter and ""08 inch in thickness, ornamented The outer one represents a row of leopards, with three concentric rings. A broad leaf-shaped with human heads and head-dresses alternating. sword, similar to Fig. 106, and two execution swords, similar to Fig. 110, The middle ring is ornamented with a The inner ring is filled with foil ornaments, and small circles cover both this and the outer serpent with sinuous body, having its tail in its mouth. are also represented on this ring. ring. handle. There is a square hole in the centre for the attachment of the The shield resembles that slung on the left hip of the mounted warrior, Figs. 79 to 81, Plate XIII, but with different ornamentation. leaf-shaped with socket, and is rudely forged.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_102,fig_102.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"Brass shield, 2 feet in diameter and ""08 inch in thickness, ornamented The outer one represents a row of leopards, with three concentric rings. A broad leaf-shaped with human heads and head-dresses alternating. sword, similar to Fig. 106, and two execution swords, similar to Fig. 110, The middle ring is ornamented with a The inner ring is filled with foil ornaments, and small circles cover both this and the outer serpent with sinuous body, having its tail in its mouth. are also represented on this ring. ring. handle. There is a square hole in the centre for the attachment of the The shield resembles that slung on the left hip of the mounted warrior, Figs. 79 to 81, Plate XIII, but with different ornamentation. leaf-shaped with socket, and is rudely forged.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_102,fig_102.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"Brass shield, 2 feet in diameter and ""08 inch in thickness, ornamented The outer one represents a row of leopards, with three concentric rings. A broad leaf-shaped with human heads and head-dresses alternating. sword, similar to Fig. 106, and two execution swords, similar to Fig. 110, The middle ring is ornamented with a The inner ring is filled with foil ornaments, and small circles cover both this and the outer serpent with sinuous body, having its tail in its mouth. are also represented on this ring. ring. handle. There is a square hole in the centre for the attachment of the The shield resembles that slung on the left hip of the mounted warrior, Figs. 79 to 81, Plate XIII, but with different ornamentation. leaf-shaped with socket, and is rudely forged.",Bronze head,same primary type: head
fig_102,fig_102.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"Brass shield, 2 feet in diameter and ""08 inch in thickness, ornamented The outer one represents a row of leopards, with three concentric rings. A broad leaf-shaped with human heads and head-dresses alternating. sword, similar to Fig. 106, and two execution swords, similar to Fig. 110, The middle ring is ornamented with a The inner ring is filled with foil ornaments, and small circles cover both this and the outer serpent with sinuous body, having its tail in its mouth. are also represented on this ring. ring. handle. There is a square hole in the centre for the attachment of the The shield resembles that slung on the left hip of the mounted warrior, Figs. 79 to 81, Plate XIII, but with different ornamentation. leaf-shaped with socket, and is rudely forged.",Terracotta head,same primary type: head
fig_104,fig_104.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"Iron dart, 3 feet 7\ inches long, with barbed head and iron shaft.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_104,fig_104.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"Iron dart, 3 feet 7\ inches long, with barbed head and iron shaft.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_104,fig_104.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"Iron dart, 3 feet 7\ inches long, with barbed head and iron shaft.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_104,fig_104.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"Iron dart, 3 feet 7\ inches long, with barbed head and iron shaft.",Bronze head,same primary type: head
fig_104,fig_104.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"Iron dart, 3 feet 7\ inches long, with barbed head and iron shaft.",Terracotta head,same primary type: head
fig_105,fig_105.jpg,1,sword,1899.78.4.1,27,sword,,"Iron dagger, or short sword, length 16^ inches; the incised ornamentation is on alternate sides, like those of the Gaboon and other parts of Africa. The blade is There are also sinuous lines engraved on alternate sides. It is rudely forged, and the handle is very small and bound with strips of copper. 106.-Iron leaf-shaped sword, length 19 \ inches, similar in form to those Fig. frequently represented in the hands of warriors on the plaques. It is rudely forged. The wooden handle is inlaid with copper.",Wooden weaving sword,same primary type: sword | shared material: wood | shared feature: sword
fig_105,fig_105.jpg,2,sword,1899.78.4.2,27,sword,,"Iron dagger, or short sword, length 16^ inches; the incised ornamentation is on alternate sides, like those of the Gaboon and other parts of Africa. The blade is There are also sinuous lines engraved on alternate sides. It is rudely forged, and the handle is very small and bound with strips of copper. 106.-Iron leaf-shaped sword, length 19 \ inches, similar in form to those Fig. frequently represented in the hands of warriors on the plaques. It is rudely forged. The wooden handle is inlaid with copper.",Wooden weaving sword,same primary type: sword | shared material: wood | shared feature: sword
fig_105,fig_105.jpg,3,sword,1991.13.37,27,sword,1991.13.37.png,"Iron dagger, or short sword, length 16^ inches; the incised ornamentation is on alternate sides, like those of the Gaboon and other parts of Africa. The blade is There are also sinuous lines engraved on alternate sides. It is rudely forged, and the handle is very small and bound with strips of copper. 106.-Iron leaf-shaped sword, length 19 \ inches, similar in form to those Fig. frequently represented in the hands of warriors on the plaques. It is rudely forged. The wooden handle is inlaid with copper.",Wooden weaving sword,same primary type: sword | shared material: wood | shared feature: sword
fig_105,fig_105.jpg,4,sword,1923.2.1,24,sword,1923.2.1.png,"Iron dagger, or short sword, length 16^ inches; the incised ornamentation is on alternate sides, like those of the Gaboon and other parts of Africa. The blade is There are also sinuous lines engraved on alternate sides. It is rudely forged, and the handle is very small and bound with strips of copper. 106.-Iron leaf-shaped sword, length 19 \ inches, similar in form to those Fig. frequently represented in the hands of warriors on the plaques. It is rudely forged. The wooden handle is inlaid with copper.",Sword,same primary type: sword | shared feature: sword
fig_105,fig_105.jpg,5,sword,1991.13.3,24,sword,1991.13.3.png,"Iron dagger, or short sword, length 16^ inches; the incised ornamentation is on alternate sides, like those of the Gaboon and other parts of Africa. The blade is There are also sinuous lines engraved on alternate sides. It is rudely forged, and the handle is very small and bound with strips of copper. 106.-Iron leaf-shaped sword, length 19 \ inches, similar in form to those Fig. frequently represented in the hands of warriors on the plaques. It is rudely forged. The wooden handle is inlaid with copper.",Silver-plated ceremonial sword (eben) stamped as made by the British firm of Mappin & Webb. Probably the sword made for the Oba by the trader Cyril Punch in circa 1892,same primary type: sword | shared feature: sword
fig_107,fig_107.jpg,1,sword,1899.78.4.1,24,sword,,"Iron leaf-shaped sword, length 19-^ inches, with alternating ornamentation on the ojyposite sides of the blade, similar to that prevailing in the Gaboon The handle is very small, and is bound with and other parts of Africa. strips of iron.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_107,fig_107.jpg,2,sword,1899.78.4.2,24,sword,,"Iron leaf-shaped sword, length 19-^ inches, with alternating ornamentation on the ojyposite sides of the blade, similar to that prevailing in the Gaboon The handle is very small, and is bound with and other parts of Africa. strips of iron.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_107,fig_107.jpg,3,sword,1923.2.1,24,sword,1923.2.1.png,"Iron leaf-shaped sword, length 19-^ inches, with alternating ornamentation on the ojyposite sides of the blade, similar to that prevailing in the Gaboon The handle is very small, and is bound with and other parts of Africa. strips of iron.",Sword,same primary type: sword | shared feature: sword
fig_107,fig_107.jpg,4,sword,1991.13.3,24,sword,1991.13.3.png,"Iron leaf-shaped sword, length 19-^ inches, with alternating ornamentation on the ojyposite sides of the blade, similar to that prevailing in the Gaboon The handle is very small, and is bound with and other parts of Africa. strips of iron.",Silver-plated ceremonial sword (eben) stamped as made by the British firm of Mappin & Webb. Probably the sword made for the Oba by the trader Cyril Punch in circa 1892,same primary type: sword | shared feature: sword
fig_107,fig_107.jpg,5,sword,1991.13.17.1,24,sword,1991.13.17.1.png,"Iron leaf-shaped sword, length 19-^ inches, with alternating ornamentation on the ojyposite sides of the blade, similar to that prevailing in the Gaboon The handle is very small, and is bound with and other parts of Africa. strips of iron.",Ceremonial sword (ada),same primary type: sword | shared feature: sword
fig_110,fig_110.jpg,1,sword,1899.78.4.1,24,sword,,"Iron execution sword, 3 feet 1 inch long, hilt and pommel of brass, with The edge is on the copper inlaid ornamentation. The grip bound with brass wire. It is single-edged, the edge being on the convex side. It resembles the swords engraved on the circular shield, Fig. 102, one on each side of the broad This kind of sword is held in the hands of warriors on leaf-shaped sword. two plaques in this collection, Fig. 254, Plate XXXIII, and Fig. 291, Plate XXXVIII. Plate XXX, and elsewhere. It is also seen on the carved cocoa-nut, Fig. 220, It is rudely forged. hi H < 3- _|(0 Is O """" -S*« 38 Antique Works of Art from Benin.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_110,fig_110.jpg,2,sword,1899.78.4.2,24,sword,,"Iron execution sword, 3 feet 1 inch long, hilt and pommel of brass, with The edge is on the copper inlaid ornamentation. The grip bound with brass wire. It is single-edged, the edge being on the convex side. It resembles the swords engraved on the circular shield, Fig. 102, one on each side of the broad This kind of sword is held in the hands of warriors on leaf-shaped sword. two plaques in this collection, Fig. 254, Plate XXXIII, and Fig. 291, Plate XXXVIII. Plate XXX, and elsewhere. It is also seen on the carved cocoa-nut, Fig. 220, It is rudely forged. hi H < 3- _|(0 Is O """" -S*« 38 Antique Works of Art from Benin.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_110,fig_110.jpg,3,sword,1923.2.1,24,sword,1923.2.1.png,"Iron execution sword, 3 feet 1 inch long, hilt and pommel of brass, with The edge is on the copper inlaid ornamentation. The grip bound with brass wire. It is single-edged, the edge being on the convex side. It resembles the swords engraved on the circular shield, Fig. 102, one on each side of the broad This kind of sword is held in the hands of warriors on leaf-shaped sword. two plaques in this collection, Fig. 254, Plate XXXIII, and Fig. 291, Plate XXXVIII. Plate XXX, and elsewhere. It is also seen on the carved cocoa-nut, Fig. 220, It is rudely forged. hi H < 3- _|(0 Is O """" -S*« 38 Antique Works of Art from Benin.",Sword,same primary type: sword | shared feature: sword
fig_110,fig_110.jpg,4,sword,1991.13.3,24,sword,1991.13.3.png,"Iron execution sword, 3 feet 1 inch long, hilt and pommel of brass, with The edge is on the copper inlaid ornamentation. The grip bound with brass wire. It is single-edged, the edge being on the convex side. It resembles the swords engraved on the circular shield, Fig. 102, one on each side of the broad This kind of sword is held in the hands of warriors on leaf-shaped sword. two plaques in this collection, Fig. 254, Plate XXXIII, and Fig. 291, Plate XXXVIII. Plate XXX, and elsewhere. It is also seen on the carved cocoa-nut, Fig. 220, It is rudely forged. hi H < 3- _|(0 Is O """" -S*« 38 Antique Works of Art from Benin.",Silver-plated ceremonial sword (eben) stamped as made by the British firm of Mappin & Webb. Probably the sword made for the Oba by the trader Cyril Punch in circa 1892,same primary type: sword | shared feature: sword
fig_110,fig_110.jpg,5,sword,1991.13.17.1,24,sword,1991.13.17.1.png,"Iron execution sword, 3 feet 1 inch long, hilt and pommel of brass, with The edge is on the copper inlaid ornamentation. The grip bound with brass wire. It is single-edged, the edge being on the convex side. It resembles the swords engraved on the circular shield, Fig. 102, one on each side of the broad This kind of sword is held in the hands of warriors on leaf-shaped sword. two plaques in this collection, Fig. 254, Plate XXXIII, and Fig. 291, Plate XXXVIII. Plate XXX, and elsewhere. It is also seen on the carved cocoa-nut, Fig. 220, It is rudely forged. hi H < 3- _|(0 Is O """" -S*« 38 Antique Works of Art from Benin.",Ceremonial sword (ada),same primary type: sword | shared feature: sword
fig_111,fig_111.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Bronze regis, representing a chief standing with attendants holding up his hands in a manner similar to Figs. 76-78, Plate XII, and Figs. 167 and 168, Plate XXVIII. Cylindrical spikes on head- Frogs between the feet. dresses.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_111,fig_111.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Bronze regis, representing a chief standing with attendants holding up his hands in a manner similar to Figs. 76-78, Plate XII, and Figs. 167 and 168, Plate XXVIII. Cylindrical spikes on head- Frogs between the feet. dresses.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_111,fig_111.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Bronze regis, representing a chief standing with attendants holding up his hands in a manner similar to Figs. 76-78, Plate XII, and Figs. 167 and 168, Plate XXVIII. Cylindrical spikes on head- Frogs between the feet. dresses.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_111,fig_111.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Bronze regis, representing a chief standing with attendants holding up his hands in a manner similar to Figs. 76-78, Plate XII, and Figs. 167 and 168, Plate XXVIII. Cylindrical spikes on head- Frogs between the feet. dresses.",Bronze head,same primary type: head | shared material: bronze
fig_111,fig_111.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Bronze regis, representing a chief standing with attendants holding up his hands in a manner similar to Figs. 76-78, Plate XII, and Figs. 167 and 168, Plate XXVIII. Cylindrical spikes on head- Frogs between the feet. dresses.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_112,fig_112.jpg,1,bell,1900.39.10,23,bell,1900.39.10_1.png,"Bronze segis, representing man on horseback to left, wearing single-edged sword with guard. A ranseur of the sixteenth or seventeenth century in The hair is straight and combed out, and may right hand, point down. The chain bridle is held up in left hand. probably represent a white man. Small crotals with chains hang from the eyelets on the edge of the segis. Pattern of fish-scales on ground similar to that on the brass bell, Fig. 73, Plate XII, and elsewhere.",Bronze bell,same primary type: bell | shared material: bronze
fig_112,fig_112.jpg,2,bell,1900.39.11,23,bell,,"Bronze segis, representing man on horseback to left, wearing single-edged sword with guard. A ranseur of the sixteenth or seventeenth century in The hair is straight and combed out, and may right hand, point down. The chain bridle is held up in left hand. probably represent a white man. Small crotals with chains hang from the eyelets on the edge of the segis. Pattern of fish-scales on ground similar to that on the brass bell, Fig. 73, Plate XII, and elsewhere.",Bronze bell,same primary type: bell | shared material: bronze
fig_112,fig_112.jpg,3,bell,1901.53.4,23,bell,1901.53.4.png,"Bronze segis, representing man on horseback to left, wearing single-edged sword with guard. A ranseur of the sixteenth or seventeenth century in The hair is straight and combed out, and may right hand, point down. The chain bridle is held up in left hand. probably represent a white man. Small crotals with chains hang from the eyelets on the edge of the segis. Pattern of fish-scales on ground similar to that on the brass bell, Fig. 73, Plate XII, and elsewhere.",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_112,fig_112.jpg,4,bell,1901.53.5,23,bell,,"Bronze segis, representing man on horseback to left, wearing single-edged sword with guard. A ranseur of the sixteenth or seventeenth century in The hair is straight and combed out, and may right hand, point down. The chain bridle is held up in left hand. probably represent a white man. Small crotals with chains hang from the eyelets on the edge of the segis. Pattern of fish-scales on ground similar to that on the brass bell, Fig. 73, Plate XII, and elsewhere.",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_112,fig_112.jpg,5,bell,1901.53.6,23,bell,1901.53.6.png,"Bronze segis, representing man on horseback to left, wearing single-edged sword with guard. A ranseur of the sixteenth or seventeenth century in The hair is straight and combed out, and may right hand, point down. The chain bridle is held up in left hand. probably represent a white man. Small crotals with chains hang from the eyelets on the edge of the segis. Pattern of fish-scales on ground similar to that on the brass bell, Fig. 73, Plate XII, and elsewhere.",Bronze pellet bell,same primary type: bell | shared material: bronze
