artifact_id,cluster,rank,accession_number,score,pitts_description,oxford_description,section,image_file,reasons
fig_116,5,5,1909.61.1,6,"Bronze stand for the game of mancala, with ten holes and two irregular- It is the same game as Figs. 184 and 185, shaped cavities in the centre. Plate XXVIII, but with fewer holes. The sides are ornamented with inter- laced strap-work, and the stem and the edge of the base with varieties of This game is distributed nearly all over Africa, and is guilloche pattern. said to be found wherever Arab influence is seen. It is also found in Palestine, Syria, Arabia, Maldive Islands, India, Ceylon, [Malay Peninsula, Java, and the Philippine Islands.",Bronze imitation of a polished stone axe,2.6,1909.61.1.png,matched material: bronze | Oxford image available | Oxford record marked confirmed_1897
fig_117,3,1,1908.41.4,11,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Brass plaque with relief decoration depicting a crocodile’s head,2.8,,matched material: brass | matched object type: head | Oxford record marked confirmed_1897
fig_117,3,2,1900.39.7,8,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_117,3,3,1900.39.8,8,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_117,3,4,1900.39.9,8,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_117,3,5,1966.13.1,8,"Brass bell, with reticulated pierced work. Negro head on front. This bell is interesting as being a survival of the bells so often seen hanging from the necks of the 'figures on the plaques. could have emitted any sound. It is evident that it never",Bronze head,2.7,1966.13.1_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_118,5,1,1900.39.1,12,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Brass relief plaque depicting a human figure,2.3,1900.39.1.png,matched material: brass | matched object type: figure | Oxford image available | Oxford record marked confirmed_1897
fig_118,5,2,1900.39.5,12,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Brass staff with the figure of a bird,2.3,1900.39.5.png,matched material: brass | matched object type: figure | Oxford image available | Oxford record marked confirmed_1897
fig_118,5,3,1907.66.1,12,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Brass plaque with relief decoration depicting three human figures,2.16,1907.66.1_1.png,matched material: brass | matched object type: figure | Oxford image available | Oxford record marked confirmed_1897
fig_118,5,4,1991.13.8,11,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Brass relief plaque depicting three figures,On loan to Oxford University from the Egerton-Dumas Trust. Looted in the 1897 expedition by Admiral Sir George Le Clerc Egerton. See discussion in Section 2.2,1991.13.8.png,matched material: brass | matched object type: figure | Oxford image available
fig_118,5,5,1992.20.1,11,"Entire tortoise shell, upper and under sides, in brass; ornamented on the upper side with geometrical pattern ; each figure inlaid with a cojoper bolt or stud in the centre.",Standing brass figure holding staff,1.2,1992.20.1.png,matched material: brass | matched object type: figure | Oxford image available
fig_119,10,1,1991.13.5,14,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Ivory commemorative head with eyes inlaid with bronze,2.2,1991.13.5.png,"matched material: bronze | matched object type: head | matched features: inlaid, eyes | Oxford image available | Oxford record marked confirmed_1897"
fig_119,10,2,1900.39.7,12,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_119,10,3,1900.39.8,12,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_119,10,4,1900.39.9,12,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_119,10,5,1966.13.1,12,"Bronze human head for holding carved elephants' tusks. head-dress, pointed and reticulated, representing coral or agate. tribal marks over each eye. The Four Six vertical bands of inlaid iron-work over the The head-dress resembles nose. The pupils of the eyes are of iron. Figs. 100 and 101, Plate XVII. Coral choker. Guilloche pattern on projecting base. 115 116 117 PLATE 50. 118 119 120 1 G 42 Antique Works of Art from Benin.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_121,5,1,1900.39.7,12,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_121,5,2,1900.39.8,12,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_121,5,3,1900.39.9,12,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_121,5,4,1966.13.1,12,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_121,5,5,1975.7.2,12,"Head-dress composed entirely of agate. It serves to explain the construc- tion of the head-dresses on the bronze plaques and figures, showing how the reticulated effect on the plaques is formed by beads of agate strung together The rosettes of agate, and the tags and pendants are in a kind of network. also explained by this figure. See Figs. 2, 4, 43, 44, 82, 83, 86, 87, 94, 95, Benin art. 96, 97, 100, 101, 119, 120, 124, 125, 126, 127, 232-234, 277, 278, &c.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_122,3,1,1908.41.4,11,"-Circular brass box, ornamented on the top with a central figure in repousse work, holding two crocodiles upright in each hand. The legs terminate in a band turned up on each side as shown in other designs in There are also circular heads having tribal marks over the eyes. Rosettes, guilloche and fish-scale patterns are also represented in repousse. The pieces of the box are rivetted together with bands of copper. appears to be the kind of box represented in the hands of one of the smaller figures in the plaque, Fig. 179, Plate XXVII. The latter, however, is taller. These objects have been described by Mr. C Read as drurns in his paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the projecting flanges at top and bottom are not explained.",Brass plaque with relief decoration depicting a crocodile’s head,2.8,,matched material: brass | matched object type: head | Oxford record marked confirmed_1897
fig_122,3,2,1991.13.5,9,"-Circular brass box, ornamented on the top with a central figure in repousse work, holding two crocodiles upright in each hand. The legs terminate in a band turned up on each side as shown in other designs in There are also circular heads having tribal marks over the eyes. Rosettes, guilloche and fish-scale patterns are also represented in repousse. The pieces of the box are rivetted together with bands of copper. appears to be the kind of box represented in the hands of one of the smaller figures in the plaque, Fig. 179, Plate XXVII. The latter, however, is taller. These objects have been described by Mr. C Read as drurns in his paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the projecting flanges at top and bottom are not explained.",Ivory commemorative head with eyes inlaid with bronze,2.2,1991.13.5.png,matched object type: head | matched features: eyes | Oxford image available | Oxford record marked confirmed_1897
fig_122,3,3,1900.39.7,8,"-Circular brass box, ornamented on the top with a central figure in repousse work, holding two crocodiles upright in each hand. The legs terminate in a band turned up on each side as shown in other designs in There are also circular heads having tribal marks over the eyes. Rosettes, guilloche and fish-scale patterns are also represented in repousse. The pieces of the box are rivetted together with bands of copper. appears to be the kind of box represented in the hands of one of the smaller figures in the plaque, Fig. 179, Plate XXVII. The latter, however, is taller. These objects have been described by Mr. C Read as drurns in his paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the projecting flanges at top and bottom are not explained.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_122,3,4,1900.39.8,8,"-Circular brass box, ornamented on the top with a central figure in repousse work, holding two crocodiles upright in each hand. The legs terminate in a band turned up on each side as shown in other designs in There are also circular heads having tribal marks over the eyes. Rosettes, guilloche and fish-scale patterns are also represented in repousse. The pieces of the box are rivetted together with bands of copper. appears to be the kind of box represented in the hands of one of the smaller figures in the plaque, Fig. 179, Plate XXVII. The latter, however, is taller. These objects have been described by Mr. C Read as drurns in his paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the projecting flanges at top and bottom are not explained.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_122,3,5,1900.39.9,8,"-Circular brass box, ornamented on the top with a central figure in repousse work, holding two crocodiles upright in each hand. The legs terminate in a band turned up on each side as shown in other designs in There are also circular heads having tribal marks over the eyes. Rosettes, guilloche and fish-scale patterns are also represented in repousse. The pieces of the box are rivetted together with bands of copper. appears to be the kind of box represented in the hands of one of the smaller figures in the plaque, Fig. 179, Plate XXVII. The latter, however, is taller. These objects have been described by Mr. C Read as drurns in his paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the projecting flanges at top and bottom are not explained.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_124,8,1,1908.41.4,11,"Human mask of brass ; the pupils of the eyes inlaid with iron. This marks over each eye. Reticulated head-dress, with rosettes probably of agate. Three tribal Rows of semi-circles filled with semi-circles round The features are rounded, and, although a good deal tooled, are less neck. flattened by filing than some of these masks. This is a good specimen of Benin art.",Brass plaque with relief decoration depicting a crocodile’s head,2.8,,matched material: brass | matched object type: head | Oxford record marked confirmed_1897
fig_124,8,2,1991.13.5,10,"Human mask of brass ; the pupils of the eyes inlaid with iron. This marks over each eye. Reticulated head-dress, with rosettes probably of agate. Three tribal Rows of semi-circles filled with semi-circles round The features are rounded, and, although a good deal tooled, are less neck. flattened by filing than some of these masks. This is a good specimen of Benin art.",Ivory commemorative head with eyes inlaid with bronze,2.2,1991.13.5.png,"matched object type: head | matched features: inlaid, eyes | Oxford image available | Oxford record marked confirmed_1897"
fig_124,8,3,1900.39.7,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. This marks over each eye. Reticulated head-dress, with rosettes probably of agate. Three tribal Rows of semi-circles filled with semi-circles round The features are rounded, and, although a good deal tooled, are less neck. flattened by filing than some of these masks. This is a good specimen of Benin art.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_124,8,4,1900.39.8,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. This marks over each eye. Reticulated head-dress, with rosettes probably of agate. Three tribal Rows of semi-circles filled with semi-circles round The features are rounded, and, although a good deal tooled, are less neck. flattened by filing than some of these masks. This is a good specimen of Benin art.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_124,8,5,1900.39.9,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. This marks over each eye. Reticulated head-dress, with rosettes probably of agate. Three tribal Rows of semi-circles filled with semi-circles round The features are rounded, and, although a good deal tooled, are less neck. flattened by filing than some of these masks. This is a good specimen of Benin art.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_126,10,1,1908.41.4,11,"Human mask of brass ; the pupils of the eyes inlaid with iron. Coral band above Reticulated head-dress, with rosettes probably of agate. the forehead. Three tribal marks over each eye. Ears badly formed. Coral choker, badge of rank. Guilloche pattern, with pellets round neck. The face is very much tooled and filed, and the lips and nose flattened by Crotals have probably been susjjended from the eyelets below, as filing. indicated by the eight links of chains left remaining (see Plate XIX, Fig. 112). PLATE 21. 122 1 ' i . m :: 123 /A li*t Mi KiWl'l' ^ 127 125 124 G2 44 Antique Works of Art from Beniii.",Brass plaque with relief decoration depicting a crocodile’s head,2.8,,matched material: brass | matched object type: head | Oxford record marked confirmed_1897
fig_126,10,2,1991.13.5,10,"Human mask of brass ; the pupils of the eyes inlaid with iron. Coral band above Reticulated head-dress, with rosettes probably of agate. the forehead. Three tribal marks over each eye. Ears badly formed. Coral choker, badge of rank. Guilloche pattern, with pellets round neck. The face is very much tooled and filed, and the lips and nose flattened by Crotals have probably been susjjended from the eyelets below, as filing. indicated by the eight links of chains left remaining (see Plate XIX, Fig. 112). PLATE 21. 122 1 ' i . m :: 123 /A li*t Mi KiWl'l' ^ 127 125 124 G2 44 Antique Works of Art from Beniii.",Ivory commemorative head with eyes inlaid with bronze,2.2,1991.13.5.png,"matched object type: head | matched features: inlaid, eyes | Oxford image available | Oxford record marked confirmed_1897"
fig_126,10,3,1900.39.7,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. Coral band above Reticulated head-dress, with rosettes probably of agate. the forehead. Three tribal marks over each eye. Ears badly formed. Coral choker, badge of rank. Guilloche pattern, with pellets round neck. The face is very much tooled and filed, and the lips and nose flattened by Crotals have probably been susjjended from the eyelets below, as filing. indicated by the eight links of chains left remaining (see Plate XIX, Fig. 112). PLATE 21. 122 1 ' i . m :: 123 /A li*t Mi KiWl'l' ^ 127 125 124 G2 44 Antique Works of Art from Beniii.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_126,10,4,1900.39.8,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. Coral band above Reticulated head-dress, with rosettes probably of agate. the forehead. Three tribal marks over each eye. Ears badly formed. Coral choker, badge of rank. Guilloche pattern, with pellets round neck. The face is very much tooled and filed, and the lips and nose flattened by Crotals have probably been susjjended from the eyelets below, as filing. indicated by the eight links of chains left remaining (see Plate XIX, Fig. 112). PLATE 21. 122 1 ' i . m :: 123 /A li*t Mi KiWl'l' ^ 127 125 124 G2 44 Antique Works of Art from Beniii.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_126,10,5,1900.39.9,8,"Human mask of brass ; the pupils of the eyes inlaid with iron. Coral band above Reticulated head-dress, with rosettes probably of agate. the forehead. Three tribal marks over each eye. Ears badly formed. Coral choker, badge of rank. Guilloche pattern, with pellets round neck. The face is very much tooled and filed, and the lips and nose flattened by Crotals have probably been susjjended from the eyelets below, as filing. indicated by the eight links of chains left remaining (see Plate XIX, Fig. 112). PLATE 21. 122 1 ' i . m :: 123 /A li*t Mi KiWl'l' ^ 127 125 124 G2 44 Antique Works of Art from Beniii.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_128,3,1,1908.41.4,11,"Armlet entirely of brass, without other metal. their forearms elevated. upright figures and four horizontal heads. Ornamented with four The upright figures have The legs are very attenuated and the skirt Eyebrows extremely prominent, and the The armlet is surmounted by head-dress of peculiar form and conical. raised bands, which pass over the figures, and are separated by pierced Broad rims are shown at top and bottom, and are edged with of the dress very pronounced. work. herring-bone pattern.",Brass plaque with relief decoration depicting a crocodile’s head,2.8,,matched material: brass | matched object type: head | Oxford record marked confirmed_1897
fig_128,3,2,1900.39.7,8,"Armlet entirely of brass, without other metal. their forearms elevated. upright figures and four horizontal heads. Ornamented with four The upright figures have The legs are very attenuated and the skirt Eyebrows extremely prominent, and the The armlet is surmounted by head-dress of peculiar form and conical. raised bands, which pass over the figures, and are separated by pierced Broad rims are shown at top and bottom, and are edged with of the dress very pronounced. work. herring-bone pattern.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_128,3,3,1900.39.8,8,"Armlet entirely of brass, without other metal. their forearms elevated. upright figures and four horizontal heads. Ornamented with four The upright figures have The legs are very attenuated and the skirt Eyebrows extremely prominent, and the The armlet is surmounted by head-dress of peculiar form and conical. raised bands, which pass over the figures, and are separated by pierced Broad rims are shown at top and bottom, and are edged with of the dress very pronounced. work. herring-bone pattern.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_128,3,4,1900.39.9,8,"Armlet entirely of brass, without other metal. their forearms elevated. upright figures and four horizontal heads. Ornamented with four The upright figures have The legs are very attenuated and the skirt Eyebrows extremely prominent, and the The armlet is surmounted by head-dress of peculiar form and conical. raised bands, which pass over the figures, and are separated by pierced Broad rims are shown at top and bottom, and are edged with of the dress very pronounced. work. herring-bone pattern.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_128,3,5,1966.13.1,8,"Armlet entirely of brass, without other metal. their forearms elevated. upright figures and four horizontal heads. Ornamented with four The upright figures have The legs are very attenuated and the skirt Eyebrows extremely prominent, and the The armlet is surmounted by head-dress of peculiar form and conical. raised bands, which pass over the figures, and are separated by pierced Broad rims are shown at top and bottom, and are edged with of the dress very pronounced. work. herring-bone pattern.",Bronze head,2.7,1966.13.1_1.png,matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_129,3,1,1899.86.12,12,"Bronze plaque, representing human figure with beard, riding to right ; a ranseur of the sixteenth or seventeenth century in right hand, point downwards. Hair combed out straight. Bodice Pleated kilt like Figs. 235 and 236, Plate XXXI, Twisted or plaited bridle of some limp sub- marks. No tribal marks. This figure does not appear to be negro. Bell and crotals on horse's neck. Leopards in relief Ground ornamented with trefoil leaves and punch- The horse appears to be fastened with buttons. and Fig. 247, Plate XXXII. stance in left hand. behind figure of horse. galloping, which is not the usual Benin method of* locomotion.",Bronze plaque with the image of a serpent,2.4,1899.86.12.png,matched material: bronze | matched object type: plaque | Oxford image available | Oxford record marked confirmed_1897
fig_129,3,2,2012.103.12,11,"Bronze plaque, representing human figure with beard, riding to right ; a ranseur of the sixteenth or seventeenth century in right hand, point downwards. Hair combed out straight. Bodice Pleated kilt like Figs. 235 and 236, Plate XXXI, Twisted or plaited bridle of some limp sub- marks. No tribal marks. This figure does not appear to be negro. Bell and crotals on horse's neck. Leopards in relief Ground ornamented with trefoil leaves and punch- The horse appears to be fastened with buttons. and Fig. 247, Plate XXXII. stance in left hand. behind figure of horse. galloping, which is not the usual Benin method of* locomotion.",Rectangular bronze plaque with fish motif,3.9,2012.103.12.png,matched material: bronze | matched object type: plaque | Oxford image available
fig_129,3,3,2012.103.13,11,"Bronze plaque, representing human figure with beard, riding to right ; a ranseur of the sixteenth or seventeenth century in right hand, point downwards. Hair combed out straight. Bodice Pleated kilt like Figs. 235 and 236, Plate XXXI, Twisted or plaited bridle of some limp sub- marks. No tribal marks. This figure does not appear to be negro. Bell and crotals on horse's neck. Leopards in relief Ground ornamented with trefoil leaves and punch- The horse appears to be fastened with buttons. and Fig. 247, Plate XXXII. stance in left hand. behind figure of horse. galloping, which is not the usual Benin method of* locomotion.",Rectangular bronze plaque with three standing figures,3.9,2012.103.13_1.png,matched material: bronze | matched object type: plaque | Oxford image available
fig_129,3,4,1900.39.1,8,"Bronze plaque, representing human figure with beard, riding to right ; a ranseur of the sixteenth or seventeenth century in right hand, point downwards. Hair combed out straight. Bodice Pleated kilt like Figs. 235 and 236, Plate XXXI, Twisted or plaited bridle of some limp sub- marks. No tribal marks. This figure does not appear to be negro. Bell and crotals on horse's neck. Leopards in relief Ground ornamented with trefoil leaves and punch- The horse appears to be fastened with buttons. and Fig. 247, Plate XXXII. stance in left hand. behind figure of horse. galloping, which is not the usual Benin method of* locomotion.",Brass relief plaque depicting a human figure,2.3,1900.39.1.png,matched object type: plaque | Oxford image available | Oxford record marked confirmed_1897
fig_129,3,5,1900.39.2,8,"Bronze plaque, representing human figure with beard, riding to right ; a ranseur of the sixteenth or seventeenth century in right hand, point downwards. Hair combed out straight. Bodice Pleated kilt like Figs. 235 and 236, Plate XXXI, Twisted or plaited bridle of some limp sub- marks. No tribal marks. This figure does not appear to be negro. Bell and crotals on horse's neck. Leopards in relief Ground ornamented with trefoil leaves and punch- The horse appears to be fastened with buttons. and Fig. 247, Plate XXXII. stance in left hand. behind figure of horse. galloping, which is not the usual Benin method of* locomotion.",Brass relief plaque depicting a fish,2.3,1900.39.2_1.png,matched object type: plaque | Oxford image available | Oxford record marked confirmed_1897
fig_130,0,1,1900.39.7,12,"Bronze plaque, representing two warriors shaped swords upheld in right hands. on the frontal. One figure has a beard. Peculiar head-dress, a broad band Hair parted in the middle and hanging down behind. Both have objects resembling bows slung upon with long, narrow, leaf- left arm. Leopards' teeth necklaces and quadrangular bells hanging from necks. Ground ornamented with leaf-shaped foil ornaments incised.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_130,0,2,1900.39.8,12,"Bronze plaque, representing two warriors shaped swords upheld in right hands. on the frontal. One figure has a beard. Peculiar head-dress, a broad band Hair parted in the middle and hanging down behind. Both have objects resembling bows slung upon with long, narrow, leaf- left arm. Leopards' teeth necklaces and quadrangular bells hanging from necks. Ground ornamented with leaf-shaped foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_130,0,3,1900.39.9,12,"Bronze plaque, representing two warriors shaped swords upheld in right hands. on the frontal. One figure has a beard. Peculiar head-dress, a broad band Hair parted in the middle and hanging down behind. Both have objects resembling bows slung upon with long, narrow, leaf- left arm. Leopards' teeth necklaces and quadrangular bells hanging from necks. Ground ornamented with leaf-shaped foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_130,0,4,1966.13.1,12,"Bronze plaque, representing two warriors shaped swords upheld in right hands. on the frontal. One figure has a beard. Peculiar head-dress, a broad band Hair parted in the middle and hanging down behind. Both have objects resembling bows slung upon with long, narrow, leaf- left arm. Leopards' teeth necklaces and quadrangular bells hanging from necks. Ground ornamented with leaf-shaped foil ornaments incised.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_130,0,5,1975.7.2,12,"Bronze plaque, representing two warriors shaped swords upheld in right hands. on the frontal. One figure has a beard. Peculiar head-dress, a broad band Hair parted in the middle and hanging down behind. Both have objects resembling bows slung upon with long, narrow, leaf- left arm. Leopards' teeth necklaces and quadrangular bells hanging from necks. Ground ornamented with leaf-shaped foil ornaments incised.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_131,0,1,1900.39.7,12,"Bronze plaque, representing five figures; central figure holding a staff of unusual form in right hand ; coral choker ; oval head-dress ; small bells attached to straps hanging down from girdle ; anklets and armlets, the former adorned with crotals ; left hand on handle of sword in scabbard on left side. Small figures on each side with javelins, the points in a sheath. The larger attendants on each side holding shields over the central figure, as described by De Bry in the seventeenth century. have a bag on right side, strapped over shoulder. All the attendants One of the smaller attendants has a broad leaf-shaped sword upheld in right hand, holding it by the ring attached to the pommel. 129 PLATE 22. 128 130 X -t 46 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_131,0,2,1900.39.8,12,"Bronze plaque, representing five figures; central figure holding a staff of unusual form in right hand ; coral choker ; oval head-dress ; small bells attached to straps hanging down from girdle ; anklets and armlets, the former adorned with crotals ; left hand on handle of sword in scabbard on left side. Small figures on each side with javelins, the points in a sheath. The larger attendants on each side holding shields over the central figure, as described by De Bry in the seventeenth century. have a bag on right side, strapped over shoulder. All the attendants One of the smaller attendants has a broad leaf-shaped sword upheld in right hand, holding it by the ring attached to the pommel. 129 PLATE 22. 128 130 X -t 46 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
